timestamp,temperature
00:00:00,21.43
00:00:01,21.51
00:00:02,21.51
00:00:03,21.35
00:00:04,21.51
00:00:05,21.85
00:00:06,24.02
00:00:07,25.55
00:00:08,26.49
00:00:09,27.26
00:00:10,27.87
00:00:11,28.48
00:00:12,30.16
00:00:13,33.91
00:00:14,30.25
00:00:15,29.62
00:00:16,30.07
00:00:17,30.34
00:00:18,30.25
00:00:19,30.25
00:00:20,30.25
00:00:21,30.42
00:00:22,30.51
00:00:23,30.60
00:00:24,30.69
00:00:25,30.60
00:00:26,30.07
00:00:27,29.71
00:00:28,29.36
00:00:29,29.01
00:00:30,28.74
00:00:31,28.39
00:00:32,28.39
00:00:33,28.92
00:00:34,29.27
00:00:35,29.71
00:00:36,30.69
00:00:37,31.05
00:00:38,31.42
00:00:39,31.60
00:00:40,30.60
00:00:41,30.07
00:00:42,29.62
00:00:43,29.27
00:00:44,29.01
00:00:45,28.74
