timestamp,temperature
00:00:00,21.26
00:00:01,21.18
00:00:02,21.26
00:00:03,21.26
00:00:04,21.18
00:00:05,21.18
00:00:06,21.18
00:00:07,21.26
00:00:08,21.26
00:00:09,21.26
00:00:10,21.18
00:00:11,21.26
00:00:12,21.18
00:00:13,21.18
00:00:14,21.18
00:00:15,21.18
00:00:16,21.10
00:00:17,21.18
00:00:18,21.18
00:00:19,21.18
00:00:20,21.18
00:00:21,21.18
00:00:22,21.10
00:00:23,21.10
00:00:24,21.10
00:00:25,21.10
00:00:26,21.18
00:00:27,21.18
00:00:28,21.18
00:00:29,21.18
00:00:30,21.18
00:00:31,21.18
00:00:32,21.18
00:00:33,21.18
00:00:34,21.18
00:00:35,21.18
00:00:36,21.10
00:00:37,21.10
00:00:38,21.10
00:00:39,21.01
00:00:40,21.01
00:00:41,21.01
00:00:42,20.93
00:00:43,20.93
00:00:44,20.93
00:00:45,20.93
00:00:46,20.93
00:00:47,20.93
00:00:48,20.93
00:00:49,20.93
00:00:50,20.93
00:00:51,20.93
00:00:52,20.93
00:00:53,20.93
00:00:54,21.01
00:00:55,20.93
00:00:56,20.93
00:00:57,20.93
00:00:58,20.93
00:00:59,20.85
00:01:00,20.93
